doc_id,page_no,provider,statement_type,statement_name_raw,logical_subtable_id,table_semantic_key,row_label_raw,row_label_std,col_header_raw,col_header_path,column_semantic_key,period_role_raw,report_date_raw,period_key,value_raw,value_num,value_type,unit_raw,unit_multiplier,source_cell_ref,status,mapping_code,mapping_name,mapping_method,mapping_confidence,issue_flags
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",货币资金,货币资金,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,396，149，420.62,396149420.62,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:2-2:2-2,observed,ZT_001,货币资金,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",货币资金,货币资金,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,401，700，701.94,401700701.94,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:2-2:3-3,observed,ZT_001,货币资金,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",短期投资,短期投资,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:3-3:2-2,blank,,,,,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",短期投资,短期投资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:3-3:3-3,blank,,,,,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收票据,应收票据,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:4-4:2-2,blank,ZT_007,应收票据,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收票据,应收票据,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,30，700，000.00,30700000.0,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:4-4:3-3,observed,ZT_007,应收票据,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收股利,应收股利,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:5-5:2-2,blank,ZT_016,应收股利,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收股利,应收股利,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:5-5:3-3,blank,ZT_016,应收股利,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收利息,应收利息,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:6-6:2-2,blank,ZT_015,应收利息,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收利息,应收利息,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:6-6:3-3,blank,ZT_015,应收利息,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收账款,应收账款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,220，648，863.87,220648863.87,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:7-7:2-2,observed,ZT_008,应收账款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收账款,应收账款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,325，970，854.66,325970854.66,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:7-7:3-3,observed,ZT_008,应收账款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",其他应收款,其他应收款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,703，584，915.55,703584915.55,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:8-8:2-2,observed,ZT_017,其他应收款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",其他应收款,其他应收款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,1，150，290，194.51,1150290194.51,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:8-8:3-3,observed,ZT_017,其他应收款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",预付账款,预付账款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:9-9:2-2,blank,ZT_010,预付账款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",预付账款,预付账款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:9-9:3-3,blank,ZT_010,预付账款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收补贴款,应收补贴款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:10-10:2-2,blank,ZT_019,应收补贴款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",应收补贴款,应收补贴款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:10-10:3-3,blank,ZT_019,应收补贴款,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",存货,存货,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,109，991，116.36,109991116.36,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:11-11:2-2,observed,ZT_023,存货,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",存货,存货,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,120，637，098.01,120637098.01,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:11-11:3-3,observed,ZT_023,存货,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",待摊费用,待摊费用,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:12-12:2-2,blank,ZT_027,待摊费用,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",待摊费用,待摊费用,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:12-12:3-3,blank,ZT_027,待摊费用,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",一年内到期长期债权投资,一年内到期长期债权投资,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:13-13:2-2,blank,,,,,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",一年内到期长期债权投资,一年内到期长期债权投资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:13-13:3-3,blank,,,,,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",其他流动资产,其他流动资产,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,1，814，434.76,1814434.76,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:14-14:2-2,observed,ZT_030,其他流动资产,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",其他流动资产,其他流动资产,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:14-14:3-3,blank,ZT_030,其他流动资产,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",流动资产合计,流动资产合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,1，432，188，751.16,1432188751.16,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:15-15:2-2,observed,ZT_031,流动资产合计,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",流动资产合计,流动资产合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,2，029，298，849.12,2029298849.12,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:15-15:3-3,observed,ZT_031,流动资产合计,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期投资:,长期投资,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:16-16:2-2,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期投资:,长期投资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:16-16:3-3,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期股权投资,长期股权投资,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:17-17:2-2,blank,ZT_039,长期股权投资,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期股权投资,长期股权投资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:17-17:3-3,blank,ZT_039,长期股权投资,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期债权投资,长期债权投资,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:18-18:2-2,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期债权投资,长期债权投资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:18-18:3-3,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期投资合计,长期投资合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:19-19:2-2,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期投资合计,长期投资合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:19-19:3-3,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产:,固定资产,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:20-20:2-2,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产:,固定资产,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:20-20:3-3,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产原价,固定资产原价,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,444，771，829.32,444771829.32,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:21-21:2-2,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产原价,固定资产原价,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,444，771，829.32,444771829.32,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:21-21:3-3,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",减:累计折旧,减:累计折旧,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,30，079，786.08,30079786.08,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:22-22:2-2,observed,ZT_047,减:累计折旧,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",减:累计折旧,减:累计折旧,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,51，654，793.08,51654793.08,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:22-22:3-3,observed,ZT_047,减:累计折旧,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产净值,固定资产净值,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,414，692，043.24,414692043.24,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:23-23:2-2,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产净值,固定资产净值,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,393，117，036.24,393117036.24,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:23-23:3-3,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",减:固定资产减值准备,减:固定资产减值准备,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:24-24:2-2,blank,ZT_048,减:固定资产减值准备,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",减:固定资产减值准备,减:固定资产减值准备,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:24-24:3-3,blank,ZT_048,减:固定资产减值准备,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产净额,固定资产净额,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,414，692，043.24,414692043.24,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:25-25:2-2,observed,ZT_045,固定资产净额,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产净额,固定资产净额,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,393，117，036.24,393117036.24,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:25-25:3-3,observed,ZT_045,固定资产净额,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",工程物资,工程物资,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:26-26:2-2,blank,ZT_052,工程物资,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",工程物资,工程物资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:26-26:3-3,blank,ZT_052,工程物资,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",在建工程,在建工程,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:27-27:2-2,blank,ZT_051,在建工程,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",在建工程,在建工程,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:27-27:3-3,blank,ZT_051,在建工程,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产清理,固定资产清理,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:28-28:2-2,blank,ZT_049,固定资产清理,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产清理,固定资产清理,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:28-28:3-3,blank,ZT_049,固定资产清理,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产合计,固定资产合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,414，692，043.24,414692043.24,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:29-29:2-2,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",固定资产合计,固定资产合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,393，117，036.24,393117036.24,amount,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:29-29:3-3,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",无形及其他资产:,无形及其他资产,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:30-30:2-2,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",无形及其他资产:,无形及其他资产,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:30-30:3-3,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",无形资产,无形资产,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:31-31:2-2,blank,ZT_057,无形资产,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",无形资产,无形资产,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:31-31:3-3,blank,ZT_057,无形资产,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期待摊费用,长期待摊费用,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:32-32:2-2,blank,ZT_062,长期待摊费用,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",长期待摊费用,长期待摊费用,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:32-32:3-3,blank,ZT_062,长期待摊费用,exact,1.0,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",其他长期资产,其他长期资产,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:33-33:2-2,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",其他长期资产,其他长期资产,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:33-33:3-3,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",无形及其他资产合计,无形及其他资产合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:34-34:2-2,blank,,,,,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",无形及其他资产合计,无形及其他资产合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:34-34:3-3,blank,,,,,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",递延税项:,递延税项,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:35-35:2-2,blank,,,,,[]
债务人审计报告-2022年,4,aliyun_table,balance_sheet,资产负债表,0_sub1,"balance_sheet|h:资产,行次,期初数,期末数|r:流动资产,货币资金,短期投资",递延税项:,递延税项,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:aliyun_table:0:35-35:3-3,blank,,,,,[]
