doc_id,page_no,provider,source_file,table_id,logical_subtable_id,source_cell_ref,issue_type,severity,message,text_raw,text_clean,status,meta_json
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:8-8:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,秀所11.应付工资东洋会(普通仓,秀所11.应付工资东洋会(普通仓,open,"{""abs_col"":4,""grid_col"":4,""grid_row"":8,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":39,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:8-8:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,秀所11.应付工资东洋会(普通仓,秀所11.应付工资东洋会(普通仓,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":8,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":39,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:8-8:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,秀所11.应付工资东洋会(普通仓,秀所11.应付工资东洋会(普通仓,open,"{""abs_col"":6,""grid_col"":6,""grid_row"":8,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":39,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:9-9:0-1,suspicious_value,warning,expected_numeric_but_unparseable,项目,项目,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":9,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":40,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:9-9:2-3,suspicious_value,warning,expected_numeric_but_unparseable,期初数,期初数,open,"{""abs_col"":2,""grid_col"":2,""grid_row"":9,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":41,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:9-9:2-3,suspicious_value,warning,expected_numeric_but_unparseable,期初数,期初数,open,"{""abs_col"":3,""grid_col"":3,""grid_row"":9,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":41,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:9-9:4-6,suspicious_value,warning,expected_numeric_but_unparseable,期末数,期末数,open,"{""abs_col"":4,""grid_col"":4,""grid_row"":9,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":42,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:9-9:4-6,suspicious_value,warning,expected_numeric_but_unparseable,期末数,期末数,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":9,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":42,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:9-9:4-6,suspicious_value,warning,expected_numeric_but_unparseable,期末数,期末数,open,"{""abs_col"":6,""grid_col"":6,""grid_row"":9,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":42,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:10-10:0-1,suspicious_value,warning,expected_numeric_but_unparseable,未付工资,未付工资,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":10,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":43,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:10-10:4-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,审1198.49,审1198.49,open,"{""abs_col"":4,""grid_col"":4,""grid_row"":10,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":45,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:10-10:4-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,审1198.49,审1198.49,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":10,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":45,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:10-10:4-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,审1198.49,审1198.49,open,"{""abs_col"":6,""grid_col"":6,""grid_row"":10,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":45,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:11-11:0-1,suspicious_value,warning,expected_numeric_but_unparseable,合计,合计,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":11,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":46,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:11-11:4-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,上114，198.49,"上114,198.49",open,"{""abs_col"":4,""grid_col"":4,""grid_row"":11,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":48,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:11-11:4-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,上114，198.49,"上114,198.49",open,"{""abs_col"":5,""grid_col"":5,""grid_row"":11,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":48,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:11-11:4-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,上114，198.49,"上114,198.49",open,"{""abs_col"":6,""grid_col"":6,""grid_row"":11,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":48,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:12-12:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,12.应交税金,12.应交税金,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":12,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":49,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:12-12:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,12.应交税金,12.应交税金,open,"{""abs_col"":2,""grid_col"":2,""grid_row"":12,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":49,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:12-12:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,12.应交税金,12.应交税金,open,"{""abs_col"":3,""grid_col"":3,""grid_row"":12,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":49,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:12-12:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,12.应交税金,12.应交税金,open,"{""abs_col"":4,""grid_col"":4,""grid_row"":12,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":49,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:12-12:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,12.应交税金,12.应交税金,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":12,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":49,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:12-12:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,12.应交税金,12.应交税金,open,"{""abs_col"":6,""grid_col"":6,""grid_row"":12,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":49,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:13-13:0-1,suspicious_value,warning,expected_numeric_but_unparseable,项目,项目,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":13,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":50,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:13-13:2-3,suspicious_value,warning,expected_numeric_but_unparseable,期初数,期初数,open,"{""abs_col"":2,""grid_col"":2,""grid_row"":13,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":51,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:13-13:2-3,suspicious_value,warning,expected_numeric_but_unparseable,期初数,期初数,open,"{""abs_col"":3,""grid_col"":3,""grid_row"":13,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":51,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:13-13:4-6,suspicious_value,warning,expected_numeric_but_unparseable,期末数,期末数,open,"{""abs_col"":4,""grid_col"":4,""grid_row"":13,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":52,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:13-13:4-6,suspicious_value,warning,expected_numeric_but_unparseable,期末数,期末数,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":13,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":52,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:13-13:4-6,suspicious_value,warning,expected_numeric_but_unparseable,期末数,期末数,open,"{""abs_col"":6,""grid_col"":6,""grid_row"":13,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":52,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:14-14:0-1,suspicious_value,warning,expected_numeric_but_unparseable,企业所得税,企业所得税,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":14,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":53,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,1,1_sub1,债务人审计报告-2022年:15:aliyun_table:1:15-15:0-1,suspicious_value,warning,expected_numeric_but_unparseable,合计,合计,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":15,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":56,""table_index"":2,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:3-3:1-2,suspicious_value,warning,expected_numeric_but_unparseable,-,-,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":3,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":72,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:3-3:1-2,suspicious_value,warning,expected_numeric_but_unparseable,-,-,open,"{""abs_col"":2,""grid_col"":2,""grid_row"":3,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":72,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:3-3:3-3,suspicious_value,warning,expected_numeric_but_unparseable,-,-,open,"{""abs_col"":3,""grid_col"":3,""grid_row"":3,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":73,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:5-5:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,(2)年末其他应付款中金额较大的,(2)年末其他应付款中金额较大的,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":5,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":81,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:5-5:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,(2)年末其他应付款中金额较大的,(2)年末其他应付款中金额较大的,open,"{""abs_col"":2,""grid_col"":2,""grid_row"":5,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":81,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:5-5:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,(2)年末其他应付款中金额较大的,(2)年末其他应付款中金额较大的,open,"{""abs_col"":3,""grid_col"":3,""grid_row"":5,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":81,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:5-5:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,(2)年末其他应付款中金额较大的,(2)年末其他应付款中金额较大的,open,"{""abs_col"":4,""grid_col"":4,""grid_row"":5,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":81,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:5-5:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,(2)年末其他应付款中金额较大的,(2)年末其他应付款中金额较大的,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":5,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":81,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:5-5:0-6,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,(2)年末其他应付款中金额较大的,(2)年末其他应付款中金额较大的,open,"{""abs_col"":6,""grid_col"":6,""grid_row"":5,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":81,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:6-6:0-2,suspicious_value,warning,expected_numeric_but_unparseable,单位名称,单位名称,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":6,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":82,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:6-6:0-2,suspicious_value,warning,expected_numeric_but_unparseable,单位名称,单位名称,open,"{""abs_col"":2,""grid_col"":2,""grid_row"":6,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":82,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:6-6:3-4,suspicious_value,warning,expected_numeric_but_unparseable,期末余额,期末余额,open,"{""abs_col"":3,""grid_col"":3,""grid_row"":6,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":83,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:6-6:3-4,suspicious_value,warning,expected_numeric_but_unparseable,期末余额,期末余额,open,"{""abs_col"":4,""grid_col"":4,""grid_row"":6,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":83,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:6-6:5-5,suspicious_value,warning,expected_numeric_but_unparseable,账龄,账龄,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":6,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":84,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:6-6:6-6,suspicious_value,warning,expected_numeric_but_unparseable,比例,比例,open,"{""abs_col"":6,""grid_col"":6,""grid_row"":6,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":85,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:7-7:0-2,suspicious_value,warning,expected_numeric_but_unparseable,环智股份有限公司,环智股份有限公司,open,"{""abs_col"":1,""grid_col"":1,""grid_row"":7,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":86,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:7-7:0-2,suspicious_value,warning,expected_numeric_but_unparseable,环智股份有限公司,环智股份有限公司,open,"{""abs_col"":2,""grid_col"":2,""grid_row"":7,""is_span_anchor"":false,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":86,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
债务人审计报告-2022年,15,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0015.json,2,2_sub1,债务人审计报告-2022年:15:aliyun_table:2:7-7:5-5,suspicious_value,warning,contains_chinese_noise|expected_numeric_but_unparseable,1-2年,1-2年,open,"{""abs_col"":5,""grid_col"":5,""grid_row"":7,""is_span_anchor"":true,""issue_flags"":[""numeric_parse_failed""],""source_kind"":""json"",""table_cell_id"":88,""table_index"":3,""x_cell_size"":7,""y_cell_size"":16}"
